sentence_id	person	sentence	scene	context
8194	청난	왜?	S2431	앞서 들오는 우미. 뒤따라 들오는 청난. 식탁에 검은 봉지 여러개
8195	우미	이건 묵은김친데 지져먹을거구요, 이건 청국장. 잘 떠져서 맛있을거에요. 어우 너무 잘떠졌네.	S2431	앞서 들오는 우미. 뒤따라 들오는 청난. 식탁에 검은 봉지 여러개
8196	우미	이건 생선말린거. 잘 안말랐나? 쿵쿵한 냄새가 나네.	S2431	앞서 들오는 우미. 뒤따라 들오는 청난. 식탁에 검은 봉지 여러개
8197	청난	이거 뭐 어떡하라고?	S2431	앞서 들오는 우미. 뒤따라 들오는 청난. 식탁에 검은 봉지 여러개
8198	우미	찜질방 가신다면서요. 가는길에 좀 전해 달라구요. 거기 태실장 알죠?	S2431	앞서 들오는 우미. 뒤따라 들오는 청난. 식탁에 검은 봉지 여러개
8199	청난	어머, 내가?	S2431	앞서 들오는 우미. 뒤따라 들오는 청난. 식탁에 검은 봉지 여러개
8200	우미	왜요, 싫어요?	S2431	앞서 들오는 우미. 뒤따라 들오는 청난. 식탁에 검은 봉지 여러개
8201	청난	아니 뭐 싫다기보다... 어디 이쁜데다 싸주지. 이건 좀,	S2431	앞서 들오는 우미. 뒤따라 들오는 청난. 식탁에 검은 봉지 여러개
8202	우미	여자들 다 이런거 들구 다니거든요. 왜, 싫어요?	S2431	앞서 들오는 우미. 뒤따라 들오는 청난. 식탁에 검은 봉지 여러개
8203	청난	아, 아냐. 좋아. 너무 좋아. 들어보니 이쁘네.	S2431	앞서 들오는 우미. 뒤따라 들오는 청난. 식탁에 검은 봉지 여러개
8204	청난	자. 동서가 갖다 주래요.	S2433	NaN
8205	연희	고마워요. 이런 심부름도 하시나봐요?	S2433	NaN
8206	청난	됐고, 울오빠 어딨어요?	S2433	NaN
8207	연희	저기 계란 세고 있잖아요. 하루에 계란 몇판 나가는가가 최대 관심사에요.	S2433	NaN
8208	청난	하루에 몇판 나가요? 나도 되게 궁금해. 찜질방 하면 계란, 계란하면 찜질방, 정말 몇판 나가요?	S2433	NaN
8209	연희	어떻게 똑같이 만났냐? 나도 세보지 않아서 몰라요. 알더라도 극비사항이라 못알려 드리구요.	S2433	NaN
8210	청난	치사빤스. 학교 많이 안나왔죠?	S2433	NaN
8211	연희	예?	S2433	NaN
8212	청난	말하는거 보니 그쪽도 가방끈 짧은티 확 나네뭘. . 앞으로 제대로 안하면 일러바쳐서 짤라버릴거야.	S2433	NaN
8223	솔이	종남이 엄마 아녀?	S2435	속상해 나오는 청난, 걸어오다 딱보는 솔이
8224	청난	여, 여긴 어쩐일이세요?	S2435	속상해 나오는 청난, 걸어오다 딱보는 솔이
8225	솔이	어쩌거나 말거나. 옛날 웬수는 외나무 다리에서 만나고 요즘 웬수는 찜질방에서 만나나보네. 이동네 살어?	S2435	속상해 나오는 청난, 걸어오다 딱보는 솔이
8226	청난	잠깐만요.	S2435	속상해 나오는 청난, 걸어오다 딱보는 솔이
8227	청난	일단 차부터 한잔 드세요.	S2436	NaN
8228	솔이	차는 됐고, 내돈 언제 줄껴? 각서까지 써놓고 이런식으로 어물쩡 넘어가면 안되지. 내 전화는 왜 쌩까? 쫓아가서 드러누워야 정신차릴껴? 개망신 한번 당하고 싶은겨?	S2436	NaN
8229	청난	쫌만 봐주세요. 그까짓거 얼마나 된다고.	S2436	NaN
8230	솔이	그까짓거? 그까짓꺼니께 싸게 갚어. 왜 그까짓걸 못갚아서 사람 대접을 못받아? 일어나.	S2436	NaN
8231	청난	왜요?	S2436	NaN
8232	솔이	종남이엄마 팔자고친 새남편한테 받으러 가자고. 워디서 뭐허는 남자여? 안봐도 뻔허지. 종남이엄마랑 붙어사는 남자면 개털이겄지 뭐어.	S2436	NaN
8233	청난	맞아요 개털. 개털인데 뭐가 있겠어요? 가봤자 소용없어요.	S2436	NaN
8234	솔이	개털이라도 일단은 만나보야지. 내가 할말도 있고.	S2436	NaN
8235	청난	왜 이렇게 성질이 급하세요? 이게 다에요.	S2436	NaN
8236	솔이	얼래? 꼴란 이거갖고 간에 기별이나 가겄어? 이자도 안되야.	S2436	NaN
8237	청난	일단 이자라고 생각하고 받아주세요. 저한테 있는거 몽땅 다 털어준건데, 싫으면 마세요.	S2436	NaN
8238	솔이	진짜로 무식하기 짝이 없네.	S2436	NaN
8239	청난	저 원래 무식해요. 아줌마도 무식하잖아요.	S2436	NaN
8240	솔이	그럼 무식한것들끼리 한번 붙어볼티여?	S2436	NaN
8241	청난	붙어요 까짓거. 나두 인제 무서울것도 없네요. 싫으면 맘대로 하세요.	S2436	NaN
8242	솔이	스돕. 낙장불입 몰러? 한번 낸건 무조건 낸겨.	S2436	NaN
8243	우미	뭐하세요?	S2441	좋아서 막 키득대며 씽크대문 닫는데, 들어서는 우미
8244	청난	아무것도 아냐. 동서 뭐 도와줄거 없나 살펴봤지. 별로 도와줄게 없네. 워낙 살림을 꼼꼼하게 잘하니 틈이 있어야 말이지.	S2441	좋아서 막 키득대며 씽크대문 닫는데, 들어서는 우미
8271	서장	영감 닦달이 아주 심하다고 전달했습니다. 짤없이 잘 돌릴겁니다.	S2443	앉아 기다리던 태백. 들어서는 서장. 일어나는 태백
8272	태백	영감요?	S2443	앉아 기다리던 태백. 들어서는 서장. 일어나는 태백
8273	서장	그리구 정보는 더 이상 못주겠습니다.	S2443	앉아 기다리던 태백. 들어서는 서장. 일어나는 태백
8274	태백	왜요?	S2443	앉아 기다리던 태백. 들어서는 서장. 일어나는 태백
8275	서장	박쥐꼴 나게 생겼어요. 의심하는 눈치에요. 경찰들이라 어찌나 눈치가 빠른지.	S2443	앉아 기다리던 태백. 들어서는 서장. 일어나는 태백
8276	태백	그렇다고 정보줄 딱 끊으실건 아니죠? 서장님, 앞으로도 기대 만땅하겠습니다. 그럼.	S2443	앉아 기다리던 태백. 들어서는 서장. 일어나는 태백
8277	태백	저녁은 어떡하실거에요 아부지?	S2443	앉아 기다리던 태백. 들어서는 서장. 일어나는 태백
8278	서장	쉿. 아무데서나 아부지라고 하지말어. 알게되면 복잡해진다.	S2443	앉아 기다리던 태백. 들어서는 서장. 일어나는 태백
8279	태백	주의할게요. 그래도 영감은 너무하셨어요.	S2443	앉아 기다리던 태백. 들어서는 서장. 일어나는 태백
8280	서장	그래야 눈치못채. 일부러 그런거야. 얼른 가. 난 저녁약속있다. 엄마랑 둘이 먹어.	S2443	앉아 기다리던 태백. 들어서는 서장. 일어나는 태백
8281	태백	예. 술 많이 드시지 말고 일찍 오세요, 서장님.	S2443	앉아 기다리던 태백. 들어서는 서장. 일어나는 태백
8282	부영	도시락 싸왔어요. 쨘. 흔들어 먹으면 맛있어요.	S2444	NaN
8283	마탄	흔들어라.	S2444	NaN
8284	부영	예.	S2444	NaN
8285	마탄	하나만 싸왔냐?	S2444	NaN
8286	부영	예.	S2444	NaN
8287	마탄	몇번을 말하냐? 우리팀 입 많다고.	S2444	NaN
8288	부영	깜빡했어요. 오늘만 혼자 몰래 먹어요.	S2444	NaN
8289	마탄	최소한 형부껀 싸와야지. 요새 팀장님 기분 완전 바닥이다. 언니랑 싸웠냐?	S2444	NaN
8290	부영	비밀이에요. 이거요.	S2444	NaN
8291	마탄	뭐냐?	S2444	NaN
8292	부영	어제 오빠 월급날이었잖아요.	S2444	NaN
8293	마탄	그래서?	S2444	NaN
8294	부영	그동안 제가 쓴 돈이에요.	S2444	NaN
8295	마탄	니가 쓴돈이라니?	S2444	NaN
8296	부영	오빠 저 만날때마다 제 돈 썼잖아요. 남잔요, 자기가 시간들이고 돈들이고 공들인 여자한텐 함부로 안한대요. 진짜 소중하게 생각한대요.	S2444	NaN
8297	마탄	누가 그러드냐?	S2444	NaN
8298	부영	우리 아줌마가요. 여자가 괜히 남자한테 돈써봤자 버릇 잘못들여서 결국은 개털되고 개차반된대요. 그래서 제돈 안쓸거에요. 그니까 이돈 주셔야돼요.	S2444	NaN
8299	마탄	너 아주 보통내기 아니구나? 전부 얼마냐?	S2444	NaN
8300	부영	현금으로만 13만 2천 3백원요. 집에 날랐던 반찬값은 계산 안했어요.	S2444	NaN
8301	마탄	너 무지하게 계산적이구나? 연애하는 자세가 틀려먹었다. 앞으로 그아줌마랑 놀지마라, 알았느냐?	S2444	NaN
8302	부영	제가 잘못했나요?	S2444	NaN
8303	마탄	당연히 잘못했지.	S2444	NaN
8304	부영	잘못했어도 돈은 주세요.	S2444	NaN
8305	마탄	외상 달아놔라. 열어봐라.	S2444	NaN
8306	마탄	물떠와라. 잡수시게.	S2444	NaN
8307	부영	예.	S2444	NaN
8316	순경	그 얘기라면 더 이상 할거 없다.	S2447	NaN
8317	이상	지난번엔 죄송했습니다.	S2447	NaN
8318	이상	아부지, 절 한번만 믿어주세요.	S2447	NaN
8319	순경	안되는 일은 안되는 일이다. 애쓰지마라.	S2447	NaN
8320	이상	아부지. 전 그사람 아니면 안되겠습니다.	S2447	NaN
8321	순경	사람 근본 안바껴. 그래서 결혼할때 집안내력 따지는거다. 그놈이 어떤 놈인데. 그놈이 어떻게 살았는지 뻔히 아는데! 피는 못속인다.	S2447	NaN
8322	이상	개천에서 용 난다는 말도 있습니다. 아버지가 그렇다고 자식까지 똑같다는건 선입견입니다.	S2447	NaN
8323	순경	이건 그거하고 달라. 난 걔가 용이든 뱀이든 상관안해. 어디 결혼할 여자가 없어서 그런집안 딸이랑 결혼을 해? 넌 경찰이야. 경찰이나 되는 놈이 왜 그런 생각을 못해?	S2447	NaN
8324	이상	한번도 경찰이 된걸 후회한적 없지만 지금 이순간만큼은 제가 경찰이라는게 한이 됩니다. 내 소중한 감정까지도 외면해야 한다면, 경찰 같은거 때려치고 싶습니다.	S2447	NaN
8325	순경	못난놈. 그정도밖에 안되냐? 겨우 여자하나 때문에, 뭐가 어째? 경찰이 족쇄야? 다 때려치고 싶어? 당장 옷벗어! 너같은놈 경찰될 자격없다.	S2447	NaN
8326	과자	지금 들왔다니?	S2454	건강 옷입는데
8327	건강	응.	S2454	건강 옷입는데
8328	과자	얜 아직 안오고?	S2454	건강 옷입는데
8329	건강	오늘 중요한 고객 만난다고 대전갔어. 왜?	S2454	건강 옷입는데
8330	과자	앉어봐.	S2454	건강 옷입는데
8331	과자	아무래도 너네 분가해야겠다.	S2454	건강 옷입는데
8332	과자	결혼한 형제들이 한집에 같이살려니 이것저것 골치아픈게 한둘이 아니다. 너네 아파트 어떻게 됐냐? 팔십평짜리.	S2454	건강 옷입는데
8333	건강	거의 다 됐을걸? 안그래도 나도 그생각 했어. 걱정마 엄마. 우리가 나갈게.	S2454	건강 옷입는데
8334	청난	난자언니 왜?	S2455	청난 나오는데 핸펀 울리는. 받고
8335	난자	청난아. 나도 어쩔수 없다. 종남이 태워보낸다.	S2455	청난 나오는데 핸펀 울리는. 받고
8336	청난	태워 보내다니, 무슨 소리야?	S2455	청난 나오는데 핸펀 울리는. 받고
8337	난자	지금 버스 태워보낸다고. 터미널 나와서 애 받아. 막차니까 그렇게 알어.	S2456	버스창으로 종남보이고. 로봇과자안고 창에 매달려우는 종남. 버스 출발하기시작하고. 난자 손흔들며 핸펀 통화중
8338	청난	언니, 잠깐만. 이러면 안되지. 이건 아니잖아.	S2456	버스창으로 종남보이고. 로봇과자안고 창에 매달려우는 종남. 버스 출발하기시작하고. 난자 손흔들며 핸펀 통화중
8339	난자	이렇게라도 안하면 넌 끝까지 안데려갈거잖아. 나도 살아야겠다.	S2456	버스창으로 종남보이고. 로봇과자안고 창에 매달려우는 종남. 버스 출발하기시작하고. 난자 손흔들며 핸펀 통화중
8340	난자	청난아. 나라고 언제까지 이러고 살아야겠냐. 너만 팔자 고칠게 아니라 나도 한번 고쳐보자. 나도 여자야.	S2456	난자 돌아보면, 저만치 다른 버스앞에 아주 큰가방 들고 빨리오라고 난리치는 이장
8344	청난	서울 시외버스 터미널이요. 빨리요 빨리.	S2458	튀나오는 청난. 택시 잡아세우고 타고
8345	청난	오빠.	S2504	추운바람 쌔앵 불고, 사람들 총총 가고. 추운줄도 모르고 정신없이 뛰며 종남을 부르는 청난. 핸펀 울리고. 얼른 보고 잠시 망설이다 받고
8346	건강	어디냐?	S2504	추운바람 쌔앵 불고, 사람들 총총 가고. 추운줄도 모르고 정신없이 뛰며 종남을 부르는 청난. 핸펀 울리고. 얼른 보고 잠시 망설이다 받고
8347	청난	터미널. 서울 왔다고.	S2504	추운바람 쌔앵 불고, 사람들 총총 가고. 추운줄도 모르고 정신없이 뛰며 종남을 부르는 청난. 핸펀 울리고. 얼른 보고 잠시 망설이다 받고
8348	건강	언제 왔어?	S2504	추운바람 쌔앵 불고, 사람들 총총 가고. 추운줄도 모르고 정신없이 뛰며 종남을 부르는 청난. 핸펀 울리고. 얼른 보고 잠시 망설이다 받고
8349	청난	좀, 좀 전에.	S2504	추운바람 쌔앵 불고, 사람들 총총 가고. 추운줄도 모르고 정신없이 뛰며 종남을 부르는 청난. 핸펀 울리고. 얼른 보고 잠시 망설이다 받고
8350	건강	그럼 빨랑빨랑 집구석에 기들오지 뭐하고 돌아댕기냐? 날도 추운데. 할말도 있고 빨랑 들와라. 보고싶다. 너도 나 보고싶지?	S2505	NaN
8351	청난	지금은 정신없고, 오늘 집에 못들어 갈거 같애.	S2505	NaN
8352	건강	왜? 집엘 왜 못들어와?	S2505	NaN
8353	청난	고객중에 상 당한 사람이 있어서 문상왔거든. 아무래도 밤새야 될거같애.	S2505	NaN
8354	건강	적당히 하고 오지 밤까지 새야돼?	S2505	NaN
8355	청난	심부름도 하고 거들어줘야지. 큰 고객이거든.	S2505	NaN
8356	건강	상갓집이 어딘데? 병원이야?	S2505	NaN
8357	건강	어디갔다와?	S2507	추워하며 대문으로 들오는 과자. 청난잠바 들고 막 나오는 건강
8358	과자	수퍼집. 그집 큰아들 또 이혼했댄다. 남자 팔자치고 어지간하다.	S2507	추워하며 대문으로 들오는 과자. 청난잠바 들고 막 나오는 건강
8359	건강	왜 이혼했대? 재혼 잘했다고 동네방네 방방뜨더니.	S2507	추워하며 대문으로 들오는 과자. 청난잠바 들고 막 나오는 건강
8360	과자	웬만하면 두번째니까 참고 살라고 했는데, 빚이 말도 못해서 식구들이 나서서 이혼시켰댄다. 바람도 폈대. 그말 듣는데 니 본처 생각나서 가슴이 덜덜 떨리드라. 천하에 나쁜것. 어디서 순 그런.	S2507	추워하며 대문으로 들오는 과자. 청난잠바 들고 막 나오는 건강
8361	건강	잊어버려. 대신 청난이 만났잖아.	S2507	추워하며 대문으로 들오는 과자. 청난잠바 들고 막 나오는 건강
8362	과자	하긴 그렇게 생각하니 고맙기도 하다. 참, 얘한테 말했냐? 아파트.	S2507	추워하며 대문으로 들오는 과자. 청난잠바 들고 막 나오는 건강
8363	건강	아직. 좀전에 서울 올라와서 상갓집에 갔어. 이거 갖다주고 얘기해보지 뭐. 낮엔 괜찮드니 밤 되니까 춥네.	S2507	추워하며 대문으로 들오는 과자. 청난잠바 들고 막 나오는 건강
8364	과자	마누라 추울까봐 옷까지 갖다 준다니?	S2507	추워하며 대문으로 들오는 과자. 청난잠바 들고 막 나오는 건강
8365	건강	감기라도 걸리면 골치 아프잖아. 갔다올게.	S2507	추워하며 대문으로 들오는 과자. 청난잠바 들고 막 나오는 건강
8366	과자	그래도 지 식구라고 챙기기는. 하긴 그러구 살아야지.	S2507	추워하며 대문으로 들오는 과자. 청난잠바 들고 막 나오는 건강
8372	청난	오빠 왜?	S2512	청난 핸펀울리는. 보고 받는
8373	건강	어디냐?	S2512	청난 핸펀울리는. 보고 받는
8374	청난	병원.	S2512	청난 핸펀울리는. 보고 받는
8375	건강	수상병원 장례식장에 있는거 확실하지?	S2513	NaN
8376	청난	당연하지. 지금 조문객들 접대하느라 정신없어. 오빠 끊어.	S2513	NaN
8417	이상	뻐꾸기?	S2521	공부하는 부영. 문자도착음. 보면
8418	어영	하지마. 하지 말라면 하지마. 안그럼 핸드폰 압수야.	S2521	답문자 할려면 핸펀 확 채는손
8419	부영	못됐어. 안한다 안해. 꼴란 먼저 태어났다고 되게 잘난척이야.	S2521	답문자 할려면 핸펀 확 채는손
8420	어영	뭐?	S2521	답문자 할려면 핸펀 확 채는손
8421	부영	예에 예.	S2521	답문자 할려면 핸펀 확 채는손
8429	청난	오빠 나.	S2527	출근할려고 옷 입는 건강. 핸펀울리고. 딱보고 좀...받고
8430	건강	어디냐?	S2527	출근할려고 옷 입는 건강. 핸펀울리고. 딱보고 좀...받고
8431	청난	지금 장례식장에서 뒷마무리하고 나오는 길이야. 피곤해 죽겠어.	S2528	NaN
8444	사중	팀장님 좀전에 외출하셨습니다.	S2532	NaN
8445	순경	어디 멀리 갔습니까?	S2532	NaN
8446	사중	글세요. 말씀없이 가셔서...여기서 기다리시겠습니까?	S2532	NaN
8447	순경	아닙니다.	S2532	NaN
8484	연희	죄송해요. 노크 한다는게 그만...	S2535	돈묶어 가방에 챙겨넣는 현찰. 서류들고 들오는 연희
8485	현찰	은행 갔다가 주유소로 바로 갈거에요.	S2535	돈묶어 가방에 챙겨넣는 현찰. 서류들고 들오는 연희
8486	연희	날도 추운데 밖에서 일하시기 힘드시잖아요. 주유하는 사람 하나 구하면 안될까요?	S2535	돈묶어 가방에 챙겨넣는 현찰. 서류들고 들오는 연희
8487	현찰	바쁜 시간만 하면 돼요. 사람 하나 인건비가 얼만데요.	S2535	돈묶어 가방에 챙겨넣는 현찰. 서류들고 들오는 연희
8488	연희	사장님.	S2535	돈묶어 가방에 챙겨넣는 현찰. 서류들고 들오는 연희
8489	현찰	예.	S2535	돈묶어 가방에 챙겨넣는 현찰. 서류들고 들오는 연희
8490	연희	우리둘이 할머니 산소 갔다온거 우미한테 얘기 안하셨죠?	S2535	돈묶어 가방에 챙겨넣는 현찰. 서류들고 들오는 연희
8491	현찰	안했는데, 왜요?	S2535	돈묶어 가방에 챙겨넣는 현찰. 서류들고 들오는 연희
8492	연희	혹시 우미가 오해할지 몰라서요. 집에서 살림만 하는 여자들은 사회생활 잘 몰라서 남자여자 만나기만 하면 무슨일 있는줄 알거든요. 별거 아닌데 제가 신경이 쓰이네요. 괜히 갔다왔나봐요.	S2535	돈묶어 가방에 챙겨넣는 현찰. 서류들고 들오는 연희
8493	현찰	괜히는 아닌데요.	S2535	돈묶어 가방에 챙겨넣는 현찰. 서류들고 들오는 연희
8494	연희	예?	S2535	돈묶어 가방에 챙겨넣는 현찰. 서류들고 들오는 연희
8495	현찰	그날 목적은 할머니 산소였지만 겸사겸사 데이트도 했다고 생각했는데. 태실장하고 처음으로 바깥바람도 쐬고 드라이브도 하고. 아닌가?	S2535	돈묶어 가방에 챙겨넣는 현찰. 서류들고 들오는 연희
8496	현찰	태실장 덕분에 할머니 보고와서 고맙게 생각하고 있어요. 바람쐬고 오니 머리도 맑아졌구요. 갔다올께요.	S2535	돈묶어 가방에 챙겨넣는 현찰. 서류들고 들오는 연희
8497	연희	이거.	S2536	NaN
8498	우미	뭔데?	S2536	NaN
8499	연희	열어봐. 맘에 드나 모르겠다.	S2536	NaN
8500	우미	이쁘다. 안그래도 쓰던거 다 써서 하나 살까 했는데. 어때?	S2536	NaN
8501	연희	이뻐.	S2536	NaN
8502	우미	기집애. 이거줄라고 일부러 보자 그랬니?	S2536	NaN
8503	연희	반찬 보내줘서 고맙다고. 혼자 있으니 잘 안챙겨 먹는데 반찬 있으니까 그래도 먹게 되드라.	S2536	NaN
8504	우미	집에서 밥 안해먹어?	S2536	NaN
8505	연희	나 혼자 먹자고 밥까지 해먹을려니 귀찮기도 하고 집에서 먹을일도 별로없어서 잘 안해먹어.	S2536	NaN
8506	우미	이럴땐 식구있는게 좋다고 해야되나? 식구들 딸렸으니 굶고 싶어도 못굶는다. 꼬박꼬박 챙겨먹으니 배만 나오는거 있지.	S2536	NaN
8507	연희	남편자랑을 그런식으로 하니? 니가 밥안먹으면 억지로 숟가락 쥐어주고 먹여주나보지? 혼자사는년 부러워서 살겠나.	S2536	NaN
8508	우미	숟가락 쥐어주는거 좋아해. 먹는지 굶는지 관심도 없다야. 그냥 한집에 사니 부부지, 우린 부부라고 할것도 없어. 그런 부부를 가면부부라고 한다며. 남앞에선 금슬좋은 부분데 실제로는 남보다 못한 부부.	S2536	NaN
8509	연희	너네 그렇게 살아?	S2536	NaN
8510	우미	응.	S2536	NaN
8511	연희	그럼 부부관계도 안해?	S2536	NaN
8512	우미	안해. 옛날엔 추석에 한번 설날에 한번 그렇게 일년에 두번 연례행사였는데, 요몇년동안은 아예 행사도 빼먹는다. 어떻게 하는지 하래도 못하겠다야. 다 까먹어서.	S2536	NaN
8513	연희	설마. 뻥이지?	S2536	NaN
8514	우미	내가 뭐하러 너한테 뻥치냐? 남들 들을까 챙피해 죽겠구만.	S2536	NaN
8515	연희	그러고도 살아져?	S2536	NaN
8516	우미	그러고도 살아지드라. 우리 한방 안쓴지도 오래 됐어. 난 애들이랑 자고 혼수아빤 혼자 자고. 애들보고 사는거지.	S2536	NaN
8517	연희	어떻게 그렇게 살아? 이혼하는 부부들, 남들 듣기좋게 성격차이지, 사실은 성적차이라잖아. 나도 좀 그랬고. 너 아직 젊은데 괜찮니?	S2536	NaN
8518	우미	바빠서 그런지 아무 생각없다. 그것도 할일없고 시간많은 여자들이나 그렇지, 시부모 모시고 애새끼들 데리고 복작대고 살면서 그런 생각할 틈이나 있냐? 옆에 와도 귀찮다야. 틈나면 잠이나 실컷 퍼자고 싶지 딴생각 안나. 나도 이제 다 됐나봐.	S2536	NaN
8519	연희	넌 그렇다치고, 사장님은 남자니까 다르지 않을까? 그런거 불만없대?	S2536	NaN
8520	우미	모르지. 그런 얘긴 서로 안하니까. 맨 애들얘기 시댁얘기 돈얘기 하느라 그런 말랑말랑한 얘기할 틈이 있어야말이지. 지도 바쁘니까 딴생각 안하는거 같애.	S2536	NaN
8521	연희	그러다 사장님 바람이라도 나면 어쩔려고. 우리끼리 말이지만, 사장님 보통 인물이니? 우리 학교다닐때도 인기 좋았잖아.	S2536	NaN
8522	우미	좋든가 말든가. 야. 그사람이 바람필 사람이냐? 너도 알면서. 혼수아빠 돈밖에 몰라. 여자가 홀랑벗고 덤벼도 눈하나 깜짝 안할걸. 돈이나 한보따라 싸들고 오면 모를까. 그저 눈을 뜨나 감으나 돈돈, 돈밖에 모르는 사람이 돈 아까워 바람을 어떻게 피니? 바람도 돈있어야 피지.	S2536	NaN
8523	연희	하긴 사장님은 절대 그럴 사람은 아니지.	S2536	NaN
8524	원장	퇴근할때 데려가셔도 되고, 여기서 재우셔도 됩니다. 맞벌이 부부들이 많이 맡기시니까 걱정마시구요. 대신 비용이 좀...	S2537	NaN
8525	청난	비용 걱정마시고 잘 부탁드려요.	S2537	NaN
8526	원장	대신 주말에는 데려가셔야 돼요. 여기 교사들도 쉬어야 하니까요.	S2537	NaN
8527	청난	그럴게요. 암튼 무조건 잘 봐주세요.	S2537	NaN
8529	건강	할말? 어떤거?	S2540	NaN
8530	청난	얼굴보고 얘기해. 어제 못봤더니 오빠 보고싶어. 금방 갈게.	S2541	NaN
8531	치장	자 한잔받으시고, 존말할때 말씀하세요.	S2544	우미가 준 귀마개한 솔이. 귀는 들리게. 치장과 술놓고
8532	솔이	먼 말씀을 한대유? 지는 무조건 모른다니께유.	S2544	우미가 준 귀마개한 솔이. 귀는 들리게. 치장과 술놓고
8533	치장	이러면 아드님한테 불리합니다. 어머니라도 불지 않으면 아드님 또 들어갈수 있어요.	S2544	우미가 준 귀마개한 솔이. 귀는 들리게. 치장과 술놓고
8534	솔이	나온지 얼마나 됐다고 또 기들어가유? 진짜 너무하네유. 그게 얼매짜리로 빼낸건데.	S2544	우미가 준 귀마개한 솔이. 귀는 들리게. 치장과 술놓고
8535	치장	그러니까요. 이런식이면 도둑놈 또 잡아들일 수밖에 없어요.	S2544	우미가 준 귀마개한 솔이. 귀는 들리게. 치장과 술놓고
8536	솔이	도둑놈 도둑놈하지 말어유. 누가 들으면 진짜 도둑놈인줄 알겄네. 우리 아들 이름은 도둑놈이 아니고, 도덕남이유. 도덕남.	S2544	우미가 준 귀마개한 솔이. 귀는 들리게. 치장과 술놓고
8537	치장	도덕남하고 어울려 다니는놈 몇놈만 대세요. 그럼 정상참작해드릴테니까.	S2544	우미가 준 귀마개한 솔이. 귀는 들리게. 치장과 술놓고
8538	솔이	형사님, 일단 술이나 한잔 받어유. 그러거나 말거나.	S2544	우미가 준 귀마개한 솔이. 귀는 들리게. 치장과 술놓고
8539	솔이	좋아유. 그럼 시간나면 나랑 같이 가봐유.	S2544	마침 지나가던 범인, 까륵 웃음소리에 보면, 치장에게 애교스럽게 술따루는 솔이. 멈추고 보는 범인
8540	치장	정말이죠? 진작에 그렇게 나올것이지.	S2544	마침 지나가던 범인, 까륵 웃음소리에 보면, 치장에게 애교스럽게 술따루는 솔이. 멈추고 보는 범인
8541	솔이	생각지도 않은 데이트 하게 생겼네. 자 건배.	S2544	마침 지나가던 범인, 까륵 웃음소리에 보면, 치장에게 애교스럽게 술따루는 솔이. 멈추고 보는 범인
8542	솔이	안주 여?시유.	S2544	치장 팔끼고 러브샷하는 솔이. 그걸 보는 범인, 눈빛이..
8543	솔이	여태 안주무시고 뭐하고 앉았대유?	S2546	살그머니 들오던 솔이, 깜짝 놀래고. 무섭게 앉은 범인
8544	범인	어디서 뭐하다 이제사 기들와요?	S2546	살그머니 들오던 솔이, 깜짝 놀래고. 무섭게 앉은 범인
8545	솔이	기들오거나 말거나. 호호.. 오빠가 기들온다 이딴말 쓰니까 너무 웃겨유.	S2546	살그머니 들오던 솔이, 깜짝 놀래고. 무섭게 앉은 범인
8546	범인	나 그런말 원래 잘써요. 밥때가 되면 밥 차려줘야죠. 어딜 싸돌아댕기느라 정신없어요?	S2546	살그머니 들오던 솔이, 깜짝 놀래고. 무섭게 앉은 범인
8547	솔이	차려놨잖유. 다 차려논 밥도 못먹는대유?	S2546	살그머니 들오던 솔이, 깜짝 놀래고. 무섭게 앉은 범인
8548	범인	나 미리 차려논거 안먹어요. 우리집에선 밤늦게 다니는거 안돼요. 술먹고 와도 안되고.	S2546	살그머니 들오던 솔이, 깜짝 놀래고. 무섭게 앉은 범인
8549	솔이	내가 오빠 딸이유? 생전 이나이 먹도록 안당하던 시집살이를 여기서 당하네. 남의집살이도 서러운 판에 시집살이까지 당한대유? 내팔자도 드러.	S2546	살그머니 들오던 솔이, 깜짝 놀래고. 무섭게 앉은 범인
8550	솔이	술먹었더니 목말라 죽겄네.	S2547	NaN
8551	범인	사람말이 말같지가 않아요? 기껏 말했더니 시집살이가 어떻니 팔자가 어떻니, 그게 할말이에요?	S2547	NaN
8552	솔이	오늘따라 왜 졸졸 쫓아댕김서 이러신대유? 묶어논 돼지도 아니고 볼일있으면 나갈수도 있는거지, 남의집살이 한다고 너무 깔보지 말어유. 지옥갈껴.	S2547	NaN
8553	범인	뭐요? 앞으로 어디 나갈려면 나한테 허락받고 나가요.	S2547	NaN
8554	솔이	그런법이 어딨대유?	S2547	NaN
8555	범인	여기 있어요. 우리집에서 살려면 지킬건 지켜요. 술먹고 다니지도 말구요.	S2547	NaN
8556	솔이	예에 예. 먹는 음식도 맘대로 못먹게 혀.	S2547	NaN
8557	범인	밤에 너무 늦게 다니지도 말구요.	S2547	NaN
8558	솔이	예에 예. 싸게 돈벌어 나가야지 아니꼬와서 못살겄네.	S2547	NaN
8559	범인	지금 사람 약올려요?	S2547	NaN
8560	솔이	예에 예.	S2547	NaN
8561	범인	뭐요? 요즘 내속 어떤지 알면서 이런식으로 나올거에요?	S2547	NaN
8562	솔이	깝깝혀서 그려유 깝깝혀서. 내가 시방 놀러 댕기는거 아니유. 볼일보러 댕기는거지.	S2547	NaN
8563	범인	무슨 볼일요?	S2547	NaN
